,location,time,fertility_rate,life_expectancy,pop_mlns
0,AUS,1960,3.5,70.9,10.275
1,AUS,1961,3.5,71.2,10.5082
2,AUS,1962,3.4,71.0,10.7005
3,AUS,1963,3.3,71.1,10.9069
4,AUS,1964,3.2,70.7,11.1216
5,AUS,1965,3.0,71.0,11.3409
6,AUS,1966,2.9,70.8,11.5995
7,AUS,1967,2.8,71.2,11.79908
8,AUS,1968,2.9,70.9,12.00863
9,AUS,1969,2.9,71.1,12.26301
10,AUS,1970,2.9,70.8,12.50735
11,AUS,1971,2.9,71.6,13.06726
12,AUS,1972,2.7,72.0,13.30366
13,AUS,1973,2.5,72.1,13.50454
14,AUS,1974,2.3,71.9,13.72257
15,AUS,1975,2.1,72.7,13.893
16,AUS,1976,2.1,72.8,14.03308
17,AUS,1977,2.0,73.4,14.19223
18,AUS,1978,1.9,73.7,14.35925
19,AUS,1979,1.9,74.3,14.51573
20,AUS,1980,1.9,74.6,14.69536
21,AUS,1981,1.9,74.9,14.92326
22,AUS,1982,1.9,74.7,15.18425
23,AUS,1983,1.9,75.5,15.39347
24,AUS,1984,1.8,75.8,15.57939
25,AUS,1985,1.9,75.6,15.78831
26,AUS,1986,1.9,76.1,16.01835
27,AUS,1987,1.8,76.3,16.26387
28,AUS,1988,1.8,76.3,16.53216
29,AUS,1989,1.8,76.5,16.81442
30,AUS,1990,1.9,77.0,17.06513
31,AUS,1991,1.8,77.4,17.28404
32,AUS,1992,1.9,77.5,17.479
33,AUS,1993,1.9,78.0,17.635
34,AUS,1994,1.8,78.0,17.805
35,AUS,1995,1.8,77.9,18.005
36,AUS,1996,1.8,78.2,18.225
37,AUS,1997,1.8,78.5,18.423
38,AUS,1998,1.8,78.7,18.608
39,AUS,1999,1.8,79.0,18.812
40,AUS,2000,1.8,79.3,19.029
41,AUS,2001,1.7,79.7,19.275
42,AUS,2002,1.8,80.0,19.495
43,AUS,2003,1.8,80.3,19.721
44,AUS,2004,1.8,80.6,19.933
45,AUS,2005,1.8,80.9,20.177
46,AUS,2006,1.9,81.1,20.451
47,AUS,2007,2.0,81.4,20.828
48,AUS,2008,2.0,81.5,21.249
49,AUS,2009,2.0,81.6,21.692
50,AUS,2010,2.0,81.8,22.032
51,AUS,2011,1.9,82.0,22.34
52,AUS,2012,1.9,82.1,22.728
53,AUS,2013,1.9,82.2,23.126
54,AUS,2014,1.8,82.4,23.491
55,AUT,1960,2.7,68.7,7.04754
56,AUT,1961,2.8,69.7,7.0863
57,AUT,1962,2.8,69.4,7.12986
58,AUT,1963,2.8,69.6,7.17581
59,AUT,1964,2.8,70.0,7.2238
60,AUT,1965,2.7,69.8,7.27089
61,AUT,1966,2.7,70.2,7.32207
62,AUT,1967,2.6,70.0,7.377
63,AUT,1968,2.6,70.2,7.4154
64,AUT,1969,2.5,69.9,7.44106
65,AUT,1970,2.3,70.0,7.46709
66,AUT,1971,2.2,70.2,7.50048
67,AUT,1972,2.1,70.6,7.5442
68,AUT,1973,1.9,71.1,7.58611
69,AUT,1974,1.9,71.1,7.59904
70,AUT,1975,1.8,71.2,7.5789
71,AUT,1976,1.7,71.7,7.56552
72,AUT,1977,1.6,72.0,7.56843
73,AUT,1978,1.6,72.1,7.5623
74,AUT,1979,1.6,72.4,7.54942
75,AUT,1980,1.7,72.6,7.54943
76,AUT,1981,1.7,72.9,7.56871
77,AUT,1982,1.7,73.1,7.57414
78,AUT,1983,1.6,73.1,7.56191
79,AUT,1984,1.5,73.7,7.56143
80,AUT,1985,1.5,73.9,7.56498
81,AUT,1986,1.4,74.4,7.56979
82,AUT,1987,1.4,74.9,7.57459
83,AUT,1988,1.4,75.3,7.58532
84,AUT,1989,1.4,75.4,7.61957
85,AUT,1990,1.5,75.7,7.67785
86,AUT,1991,1.5,75.7,7.75489
87,AUT,1992,1.5,75.9,7.84071
88,AUT,1993,1.5,76.2,7.90563
89,AUT,1994,1.5,76.5,7.93612
90,AUT,1995,1.4,76.8,7.94828
91,AUT,1996,1.4,77.0,7.95902
92,AUT,1997,1.4,77.4,7.96804
93,AUT,1998,1.4,77.8,7.97679
94,AUT,1999,1.3,78.0,7.99232
95,AUT,2000,1.4,78.2,8.01157
96,AUT,2001,1.3,78.7,8.04229
97,AUT,2002,1.4,78.8,8.08212
98,AUT,2003,1.4,78.7,8.11824
99,AUT,2004,1.4,79.3,8.16944
100,AUT,2005,1.4,79.4,8.22528
101,AUT,2006,1.4,80.0,8.26795
102,AUT,2007,1.4,80.3,8.29519
103,AUT,2008,1.4,80.5,8.32154
104,AUT,2009,1.4,80.4,8.34148
105,AUT,2010,1.4,80.7,8.36107
106,AUT,2011,1.4,81.1,8.38853
107,AUT,2012,1.4,81.0,8.42631
108,AUT,2013,1.4,81.2,8.46857
109,BEL,1960,2.5,69.8,9.15349
110,BEL,1961,2.6,70.6,9.18395
111,BEL,1962,2.6,70.3,9.22058
112,BEL,1963,2.7,70.1,9.28977
113,BEL,1964,2.7,70.9,9.37811
114,BEL,1965,2.6,70.7,9.46367
115,BEL,1966,2.5,70.8,9.52781
116,BEL,1967,2.4,71.1,9.58099
117,BEL,1968,2.3,70.8,9.61876
118,BEL,1969,2.3,70.9,9.64603
119,BEL,1970,2.3,71.1,9.65555
120,BEL,1971,2.2,71.2,9.67316
121,BEL,1972,2.1,71.5,9.71111
122,BEL,1973,2.0,71.7,9.74172
123,BEL,1974,1.8,72.1,9.77242
124,BEL,1975,1.7,72.1,9.8007
125,BEL,1976,1.7,72.2,9.81823
126,BEL,1977,1.7,72.9,9.83036
127,BEL,1978,1.7,72.8,9.83953
128,BEL,1979,1.7,73.3,9.84838
129,BEL,1980,1.7,73.3,9.85924
130,BEL,1981,1.7,73.7,9.85898
131,BEL,1982,1.6,74.0,9.8563
132,BEL,1983,1.6,74.0,9.85552
133,BEL,1984,1.5,74.5,9.85537
134,BEL,1985,1.5,74.6,9.85831
135,BEL,1986,1.5,74.8,9.86182
136,BEL,1987,1.5,75.5,9.87023
137,BEL,1988,1.6,75.7,9.90166
138,BEL,1989,1.6,75.7,9.9377
139,BEL,1990,1.6,76.1,9.96738
140,BEL,1991,1.7,76.3,10.00449
141,BEL,1992,1.6,76.5,10.04516
142,BEL,1993,1.6,76.5,10.08447
143,BEL,1994,1.5,76.8,10.1156
144,BEL,1995,1.5,77.0,10.13681
145,BEL,1996,1.6,77.3,10.15664
146,BEL,1997,1.6,77.5,10.18125
147,BEL,1998,1.6,77.6,10.20301
148,BEL,1999,1.6,77.7,10.22642
149,BEL,2000,1.6,77.8,10.25125
150,BEL,2001,1.6,78.1,10.28657
151,BEL,2002,1.6,78.2,10.33278
152,BEL,2003,1.6,78.2,10.37613
153,BEL,2004,1.7,79.0,10.42114
154,BEL,2005,1.7,79.1,10.47862
155,BEL,2006,1.8,79.5,10.54796
156,BEL,2007,1.8,79.9,10.6257
157,BEL,2008,1.9,79.8,10.70997
158,BEL,2009,1.8,80.1,10.79649
159,BEL,2010,1.8,80.3,10.92027
160,BEL,2011,1.8,80.7,11.04774
161,BEL,2012,1.8,80.5,11.12825
162,BEL,2013,1.7,80.7,11.17844
163,BEL,2014,1.7,81.4,11.22728
164,CAN,1961,3.8,71.3,18.635
165,CAN,1966,2.8,72.0,20.421
166,CAN,1971,2.2,72.9,21.962
167,CAN,1976,1.8,73.9,23.45
168,CAN,1979,1.7,75.1,24.202
169,CAN,1980,1.7,75.3,24.516
170,CAN,1981,1.7,75.5,24.82
171,CAN,1982,1.6,75.6,25.117
172,CAN,1983,1.6,75.9,25.366
173,CAN,1984,1.6,76.2,25.607
174,CAN,1985,1.6,76.3,25.842
175,CAN,1986,1.6,76.5,26.1
176,CAN,1987,1.6,76.6,26.447
177,CAN,1988,1.6,76.8,26.792
178,CAN,1989,1.7,77.0,27.277
179,CAN,1990,1.7,77.2,27.69114
180,CAN,1991,1.7,77.5,28.03742
181,CAN,1992,1.7,77.7,28.37126
182,CAN,1993,1.7,77.8,28.68476
183,CAN,1994,1.6,77.9,29.00066
184,CAN,1995,1.6,77.9,29.30231
185,CAN,1996,1.6,78.1,29.61022
186,CAN,1997,1.6,78.3,29.90595
187,CAN,1998,1.5,78.5,30.15517
188,CAN,1999,1.5,78.7,30.40129
189,CAN,2000,1.5,79.0,30.68573
190,CAN,2001,1.5,79.2,31.01902
191,CAN,2002,1.5,79.4,31.35366
192,CAN,2003,1.5,79.6,31.63967
193,CAN,2004,1.5,79.8,31.94068
194,CAN,2005,1.5,80.0,32.24521
195,CAN,2006,1.6,80.3,32.57607
196,CAN,2007,1.7,80.4,32.92752
197,CAN,2008,1.7,80.6,33.31766
198,CAN,2009,1.7,80.8,33.72691
199,CAN,2010,1.6,81.1,34.12655
200,CAN,2011,1.6,81.3,34.48398
201,CAN,2012,1.6,81.5,34.88049
202,CAN,2013,1.6,81.7,35.154
203,CAN,2014,1.6,81.8,35.54
204,CZE,1960,2.1,70.7,9.65982
205,CZE,1961,2.1,70.7,9.58802
206,CZE,1962,2.1,69.9,9.62181
207,CZE,1963,2.3,70.5,9.66874
208,CZE,1964,2.4,70.7,9.73002
209,CZE,1965,2.2,70.4,9.7851
210,CZE,1966,2.0,70.6,9.82619
211,CZE,1967,1.9,70.5,9.85424
212,CZE,1968,1.8,70.1,9.87763
213,CZE,1969,1.9,69.6,9.89669
214,CZE,1970,1.9,69.6,9.80516
215,CZE,1971,2.0,69.8,9.8306
216,CZE,1972,2.1,70.3,9.86838
217,CZE,1973,2.3,70.2,9.91952
218,CZE,1974,2.4,70.2,9.99476
219,CZE,1975,2.4,70.6,10.06237
220,CZE,1976,2.4,70.7,10.12822
221,CZE,1977,2.3,70.8,10.18931
222,CZE,1978,2.3,70.9,10.24569
223,CZE,1979,2.3,70.9,10.29649
224,CZE,1980,2.1,70.5,10.32679
225,CZE,1981,2.0,70.8,10.30321
226,CZE,1982,2.0,70.9,10.31432
227,CZE,1983,2.0,70.8,10.32282
228,CZE,1984,2.0,71.0,10.33048
229,CZE,1985,2.0,71.2,10.33674
230,CZE,1986,1.9,71.1,10.34074
231,CZE,1987,1.9,71.6,10.34883
232,CZE,1988,1.9,71.8,10.35636
233,CZE,1989,1.9,71.9,10.36226
234,CZE,1990,1.9,71.6,10.36274
235,CZE,1991,1.9,72.0,10.30868
236,CZE,1992,1.7,72.5,10.31781
237,CZE,1993,1.7,72.9,10.33061
238,CZE,1994,1.4,73.2,10.33616
239,CZE,1995,1.3,73.3,10.33076
240,CZE,1996,1.2,74.0,10.31535
241,CZE,1997,1.2,74.1,10.30364
242,CZE,1998,1.2,74.7,10.29494
243,CZE,1999,1.1,74.9,10.28278
244,CZE,2000,1.1,75.1,10.2725
245,CZE,2001,1.1,75.3,10.22419
246,CZE,2002,1.2,75.4,10.20077
247,CZE,2003,1.2,75.3,10.20165
248,CZE,2004,1.2,75.8,10.20692
249,CZE,2005,1.3,76.1,10.23409
250,CZE,2006,1.3,76.7,10.26665
251,CZE,2007,1.4,77.0,10.32269
252,CZE,2008,1.5,77.3,10.42969
253,CZE,2009,1.5,77.4,10.49149
254,CZE,2010,1.5,77.7,10.51725
255,CZE,2011,1.4,78.0,10.49667
256,CZE,2012,1.5,78.2,10.50929
257,CZE,2013,1.5,78.3,10.51072
258,CZE,2014,1.5,78.9,10.52478
259,DNK,1960,2.5,72.4,4.5796
260,DNK,1967,2.4,72.6,4.83535
261,DNK,1968,2.1,73.0,4.86488
262,DNK,1969,2.0,73.2,4.89186
263,DNK,1970,2.0,73.3,4.92876
264,DNK,1971,2.0,73.3,4.96312
265,DNK,1972,2.0,73.4,4.9916
266,DNK,1973,1.9,73.6,5.02186
267,DNK,1974,1.9,74.0,5.0453
268,DNK,1975,1.9,74.2,5.05986
269,DNK,1976,1.7,73.9,5.0726
270,DNK,1977,1.7,74.9,5.08842
271,DNK,1978,1.7,74.6,5.10425
272,DNK,1979,1.6,74.4,5.1168
273,DNK,1980,1.5,74.3,5.12303
274,DNK,1981,1.4,74.4,5.12157
275,DNK,1982,1.4,74.7,5.11781
276,DNK,1983,1.4,74.6,5.1143
277,DNK,1984,1.4,74.8,5.11162
278,DNK,1985,1.4,74.6,5.11369
279,DNK,1986,1.5,74.8,5.12053
280,DNK,1987,1.5,74.9,5.12702
281,DNK,1988,1.6,75.0,5.12952
282,DNK,1989,1.6,75.0,5.13259
283,DNK,1990,1.7,74.9,5.14094
284,DNK,1991,1.7,75.3,5.1543
285,DNK,1992,1.8,75.3,5.17137
286,DNK,1993,1.8,75.2,5.18863
287,DNK,1994,1.8,75.5,5.20618
288,DNK,1995,1.8,75.3,5.23337
289,DNK,1996,1.8,75.7,5.26307
290,DNK,1997,1.8,76.1,5.28499
291,DNK,1998,1.7,76.5,5.30422
292,DNK,1999,1.7,76.6,5.3218
293,DNK,2000,1.8,76.9,5.33962
294,DNK,2001,1.7,77.0,5.35878
295,DNK,2002,1.7,77.1,5.37593
296,DNK,2003,1.8,77.4,5.39057
297,DNK,2004,1.8,77.8,5.40452
298,DNK,2005,1.8,78.3,5.41943
299,DNK,2006,1.8,78.4,5.43727
300,DNK,2007,1.8,78.4,5.46144
301,DNK,2008,1.9,78.8,5.49362
302,DNK,2009,1.8,79.0,5.5231
303,DNK,2010,1.9,79.3,5.54768
304,DNK,2011,1.8,79.9,5.57057
305,DNK,2012,1.7,80.1,5.59157
306,DNK,2013,1.7,80.4,5.61493
307,FIN,1960,2.7,69.0,4.43
308,FIN,1963,2.7,69.0,4.523
309,FIN,1968,2.1,69.8,4.626
310,FIN,1970,1.8,70.8,4.606
311,FIN,1971,1.7,70.1,4.612
312,FIN,1972,1.6,70.7,4.64
313,FIN,1973,1.5,71.2,4.666
314,FIN,1974,1.6,71.2,4.691
315,FIN,1975,1.7,71.7,4.712
316,FIN,1976,1.7,72.0,4.726
317,FIN,1977,1.7,72.4,4.739
318,FIN,1978,1.7,73.0,4.753
319,FIN,1979,1.6,73.2,4.765
320,FIN,1980,1.6,73.6,4.779
321,FIN,1981,1.6,73.9,4.8
322,FIN,1982,1.7,74.6,4.827
323,FIN,1983,1.7,74.4,4.856
324,FIN,1984,1.7,74.8,4.882
325,FIN,1985,1.6,74.5,4.902
326,FIN,1986,1.6,74.8,4.918
327,FIN,1987,1.6,74.8,4.932
328,FIN,1988,1.7,74.8,4.947
329,FIN,1989,1.7,75.0,4.964
330,FIN,1990,1.8,75.0,4.986
331,FIN,1991,1.8,75.5,5.014
332,FIN,1992,1.9,75.7,5.042
333,FIN,1993,1.8,75.8,5.066
334,FIN,1994,1.9,76.6,5.088
335,FIN,1995,1.8,76.6,5.108
336,FIN,1996,1.8,76.9,5.125
337,FIN,1997,1.8,77.1,5.14
338,FIN,1998,1.7,77.3,5.153
339,FIN,1999,1.7,77.5,5.165
340,FIN,2000,1.7,77.7,5.176
341,FIN,2001,1.7,78.2,5.188
342,FIN,2002,1.7,78.3,5.201
343,FIN,2003,1.8,78.5,5.213
344,FIN,2004,1.8,79.0,5.228
345,FIN,2005,1.8,79.1,5.246
346,FIN,2006,1.8,79.5,5.267
347,FIN,2007,1.8,79.6,5.289
348,FIN,2008,1.9,79.9,5.313
349,FIN,2009,1.9,80.1,5.339
350,FIN,2010,1.9,80.2,5.363
351,FIN,2011,1.8,80.6,5.388
352,FIN,2012,1.8,80.7,5.414
353,FIN,2013,1.8,81.1,5.439
354,FIN,2014,1.7,81.3,5.472
355,FRA,1960,2.7,70.3,45.68423
356,FRA,1961,2.8,71.0,46.16283
357,FRA,1962,2.8,70.5,46.9977
358,FRA,1963,2.9,70.5,47.81622
359,FRA,1964,2.9,71.4,48.31041
360,FRA,1965,2.8,71.3,48.7578
361,FRA,1966,2.8,71.5,49.16366
362,FRA,1967,2.7,71.5,49.5483
363,FRA,1968,2.6,71.5,49.9154
364,FRA,1969,2.5,71.3,50.31798
365,FRA,1970,2.5,72.2,50.77223
366,FRA,1971,2.5,72.1,51.25109
367,FRA,1972,2.4,72.4,51.70091
368,FRA,1973,2.3,72.5,52.1183
369,FRA,1974,2.1,72.8,52.46036
370,FRA,1975,1.9,73.0,52.69917
371,FRA,1976,1.8,73.2,52.90867
372,FRA,1977,1.9,73.8,53.14529
373,FRA,1978,1.8,73.9,53.37632
374,FRA,1979,1.9,74.2,53.60623
375,FRA,1980,1.9,74.3,53.88001
376,FRA,1981,1.9,74.5,54.18182
377,FRA,1982,1.9,74.8,54.49249
378,FRA,1983,1.8,74.8,54.77242
379,FRA,1984,1.8,75.3,55.02608
380,FRA,1985,1.8,75.4,55.28427
381,FRA,1986,1.8,75.7,55.54651
382,FRA,1987,1.8,76.3,55.82396
383,FRA,1988,1.8,76.6,56.11798
384,FRA,1989,1.8,76.7,56.42341
385,FRA,1990,1.8,77.0,56.70883
386,FRA,1991,1.8,77.2,56.9756
387,FRA,1992,1.7,77.5,57.23985
388,FRA,1993,1.7,77.6,57.46709
389,FRA,1994,1.7,78.0,57.65877
390,FRA,1995,1.7,78.1,57.84425
